1980-12-31 18:14 (Wednesday) | Place: City30 | go do nothing.
2018-07-03 18:29 (Tuesday) | Place: Nizhny Novgorod | go do nothing.
1990-01-21 13:32 (Sunday) | Place: Tula | go do nothing.
2069-01-24 14:12 (Thursday) | Place: City8 | go do nothing.
2061-10-31 11:14 (Monday) | Place: Samara | go do nothing.
1937-07-27 18:40 (Tuesday) | Place: Tyumen | go do nothing.
2070-07-11 09:54 (Friday) | Place: City24 | go do nothing.
1902-11-20 11:29 (Thursday) | Place: City15 | go do nothing.
2099-07-13 17:52 (Monday) | Place: City4 | go do nothing.
2087-05-14 11:57 (Wednesday) | Place: Moscow | go do nothing.
2092-04-26 10:42 (Saturday) | Place: City27 | go do nothing.
1945-10-18 14:50 (Thursday) | Place: Irkutsk | go do nothing.
1978-03-01 11:54 (Wednesday) | Place: Perm | go do nothing.
2033-03-10 15:45 (Thursday) | Place: Tyumen | go do nothing.
2080-08-06 10:19 (Tuesday) | Place: Saratov | go do nothing.
1939-04-02 15:35 (Sunday) | Place: City20 | go do nothing.
1995-01-03 15:23 (Tuesday) | Place: City18 | go do nothing.
1909-06-29 18:22 (Tuesday) | Place: Rostov-on-Don | go do nothing.
1954-01-12 17:13 (Tuesday) | Place: City10 | go do nothing.
1963-11-01 09:00 (Friday) | Place: City12 | go do nothing.
2097-10-13 17:18 (Sunday) | Place: Saratov | go do nothing.
2089-12-13 09:20 (Tuesday) | Place: Voronezh | go do nothing.
2067-12-17 13:37 (Saturday) | Place: Krasnoyarsk | go do nothing.
2014-07-14 19:03 (Monday) | Place: City31 | go do nothing.
1942-03-25 19:41 (Wednesday) | Place: Saratov | go do nothing.
1954-02-22 09:26 (Monday) | Place: City27 | go do nothing.
1912-07-09 15:21 (Tuesday) | Place: City20 | go do nothing.
2011-05-31 17:44 (Tuesday) | Place: Kazan | go do nothing.
1972-11-01 19:24 (Wednesday) | Place: City6 | go do nothing.
1991-07-13 16:24 (Saturday) | Place: Krasnodar | go do nothing.
2070-09-24 12:58 (Wednesday) | Place: Ufa | go do nothing.
1912-03-06 09:38 (Wednesday) | Place: Perm | go do nothing.
2074-12-11 19:02 (Tuesday) | Place: Kirov | go do nothing.
2014-03-28 12:16 (Friday) | Place: Tomsk | go do nothing.
2076-04-30 11:53 (Thursday) | Place: City28 | go do nothing.
2099-12-15 09:21 (Tuesday) | Place: Voronezh | go do nothing.
2007-02-04 11:42 (Sunday) | Place: Krasnodar | go do nothing.
2010-11-20 09:27 (Saturday) | Place: Kemerovo | go do nothing.
1955-09-08 13:57 (Thursday) | Place: Kirov | go do nothing.
2063-10-27 08:43 (Saturday) | Place: Ryazan | go do nothing.
2033-05-21 15:28 (Saturday) | Place: Lipetsk | go do nothing.
2009-01-26 13:36 (Monday) | Place: City34 | go do nothing.
2064-12-09 11:44 (Tuesday) | Place: Orenburg | go do nothing.
1909-04-26 08:33 (Monday) | Place: Tomsk | go do nothing.
2005-03-26 14:19 (Saturday) | Place: City10 | go do nothing.
1913-06-28 18:19 (Saturday) | Place: City4 | go do nothing.
2079-06-27 18:24 (Tuesday) | Place: City33 | go do nothing.
1947-04-11 10:46 (Friday) | Place: Izhevsk | go do nothing.
2021-02-03 09:44 (Wednesday) | Place: City1 | go do nothing.
1990-01-24 15:38 (Wednesday) | Place: City15 | go do nothing.
1965-08-13 11:54 (Friday) | Place: City31 | go do nothing.
1942-11-14 09:47 (Saturday) | Place: Krasnoyarsk | go do nothing.
2036-12-30 10:00 (Tuesday) | Place: Samara | go do nothing.
2060-03-05 18:01 (Friday) | Place: City8 | go do nothing.
2054-09-30 11:17 (Wednesday) | Place: City13 | go do nothing.
1957-07-01 12:00 (Monday) | Place: City31 | go do nothing.
2036-03-24 19:21 (Monday) | Place: Moscow | go do nothing.
2057-08-09 12:46 (Thursday) | Place: City12 | go do nothing.
1907-03-11 09:33 (Monday) | Place: City34 | go do nothing.
1950-08-23 12:10 (Wednesday) | Place: Nizhny Novgorod | go do nothing.
1979-10-24 11:04 (Wednesday) | Place: Perm | go do nothing.
1915-04-27 10:47 (Tuesday) | Place: City13 | go do nothing.
2080-12-02 18:56 (Monday) | Place: Kirov | go do nothing.
2064-03-04 14:39 (Tuesday) | Place: City17 | go do nothing.
1946-11-11 10:01 (Monday) | Place: Voronezh | go do nothing.
1979-08-05 16:26 (Sunday) | Place: Tula | go do nothing.
2093-01-16 08:54 (Friday) | Place: City23 | go do nothing.
1986-08-28 09:01 (Thursday) | Place: Naberezhnye Chelny | go do nothing.
2020-03-17 12:06 (Tuesday) | Place: City16 | go do nothing.
2012-08-14 11:27 (Tuesday) | Place: City29 | go do nothing.
2063-09-29 19:43 (Saturday) | Place: City26 | go do nothing.
1981-12-26 17:59 (Saturday) | Place: City14 | go do nothing.
2043-08-22 19:49 (Saturday) | Place: City27 | go do nothing.
2004-11-17 18:00 (Wednesday) | Place: City34 | go do nothing.
1932-08-17 17:21 (Wednesday) | Place: Astrakhan | go do nothing.
2008-12-31 18:46 (Wednesday) | Place: City29 | go do nothing.
2048-06-01 14:22 (Monday) | Place: Novosibirsk | go do nothing.
1936-07-14 16:51 (Tuesday) | Place: City31 | go do nothing.
1953-11-17 13:08 (Tuesday) | Place: City31 | go do nothing.
1956-10-31 17:44 (Wednesday) | Place: City8 | go do nothing.
2079-09-22 10:58 (Friday) | Place: Ulyanovsk | go do nothing.
1901-08-10 10:47 (Saturday) | Place: City28 | go do nothing.
2067-09-26 10:06 (Monday) | Place: Kazan | go do nothing.
2060-03-20 15:59 (Saturday) | Place: Orenburg | go do nothing.
1948-06-05 19:30 (Saturday) | Place: Ufa | go do nothing.
1918-08-08 13:32 (Thursday) | Place: Barnaul | go do nothing.
2075-04-12 09:38 (Friday) | Place: City13 | go do nothing.
1952-09-24 10:50 (Wednesday) | Place: Saint Pyotrsburg | go do nothing.
2018-10-19 13:18 (Friday) | Place: City20 | go do nothing.
2013-09-30 17:23 (Monday) | Place: Samara | go do nothing.
1916-03-07 09:44 (Tuesday) | Place: Orenburg | go do nothing.
2070-10-22 15:18 (Wednesday) | Place: City28 | go do nothing.
2055-03-27 13:05 (Saturday) | Place: City16 | go do nothing.
1919-10-17 08:39 (Friday) | Place: Tomsk | go do nothing.
2025-04-18 11:33 (Friday) | Place: Izhevsk | go do nothing.
1947-07-28 18:54 (Monday) | Place: Irkutsk | go do nothing.
1940-05-02 09:12 (Thursday) | Place: City20 | go do nothing.
2000-10-26 10:28 (Thursday) | Place: Perm | go do nothing.
2033-10-18 08:37 (Tuesday) | Place: City12 | go do nothing.
1998-11-23 17:13 (Monday) | Place: Krasnodar | go do nothing.
2069-11-15 16:06 (Friday) | Place: City28 | go do nothing.
1906-05-02 16:32 (Wednesday) | Place: City32 | go do nothing.
2055-07-22 11:42 (Thursday) | Place: City5 | go do nothing.
2062-09-01 18:57 (Friday) | Place: Kaliningrad | go do nothing.
2092-03-06 18:18 (Thursday) | Place: City9 | go do nothing.
2051-05-15 09:56 (Monday) | Place: City13 | go do nothing.
2042-02-13 12:44 (Thursday) | Place: Kaliningrad | go do nothing.
2027-08-12 17:03 (Thursday) | Place: Tyumen | go do nothing.
2020-04-19 19:31 (Sunday) | Place: City29 | go do nothing.
2008-06-08 17:06 (Sunday) | Place: City13 | go do nothing.
1959-08-22 17:38 (Saturday) | Place: City9 | go do nothing.
1934-07-16 14:08 (Monday) | Place: City18 | go do nothing.
1907-07-18 17:07 (Thursday) | Place: Kemerovo | go do nothing.
1915-09-28 16:10 (Tuesday) | Place: City11 | go do nothing.
1927-05-22 13:28 (Sunday) | Place: City16 | go do nothing.
2011-08-16 14:37 (Tuesday) | Place: City21 | go do nothing.
2006-11-26 16:54 (Sunday) | Place: Tyumen | go do nothing.
1986-04-12 16:17 (Saturday) | Place: Chelyabinsk | go do nothing.
2041-08-28 17:18 (Wednesday) | Place: City32 | go do nothing.
2008-02-28 18:22 (Thursday) | Place: Khabarovsk | go do nothing.
1975-05-29 13:56 (Thursday) | Place: Tula | go do nothing.
1977-06-29 13:34 (Wednesday) | Place: Naberezhnye Chelny | go do nothing.
1989-12-20 19:41 (Wednesday) | Place: City27 | go do nothing.
1921-02-27 10:08 (Sunday) | Place: City31 | go do nothing.
1922-01-16 18:08 (Monday) | Place: Makhachkala | go do nothing.
1931-06-28 09:07 (Sunday) | Place: City10 | go do nothing.
1956-04-03 17:56 (Tuesday) | Place: City22 | go do nothing.
2098-11-07 13:13 (Friday) | Place: City32 | go do nothing.
2007-02-06 15:12 (Tuesday) | Place: Tomsk | go do nothing.
1999-01-25 12:59 (Monday) | Place: City30 | go do nothing.
1965-09-09 12:45 (Thursday) | Place: City33 | go do nothing.
2088-03-26 17:46 (Friday) | Place: Moscow | go do nothing.
2069-09-01 18:08 (Sunday) | Place: Barnaul | go do nothing.
1931-06-07 15:38 (Sunday) | Place: City33 | go do nothing.
2086-08-29 14:57 (Thursday) | Place: City34 | go do nothing.
2048-02-15 16:10 (Saturday) | Place: City6 | go do nothing.
2051-06-11 12:43 (Sunday) | Place: Kaliningrad | go do nothing.
1990-07-19 17:37 (Thursday) | Place: City24 | go do nothing.
2091-05-15 17:53 (Tuesday) | Place: Samara | go do nothing.
1931-09-22 19:43 (Tuesday) | Place: City9 | go do nothing.
2075-08-19 13:29 (Monday) | Place: City13 | go do nothing.
2054-06-24 15:31 (Wednesday) | Place: City19 | go do nothing.
2062-06-17 19:44 (Saturday) | Place: City32 | go do nothing.
2050-02-24 11:21 (Thursday) | Place: Vladivostok | go do nothing.
2001-05-19 10:25 (Saturday) | Place: Saratov | go do nothing.
1920-08-29 13:11 (Sunday) | Place: City32 | go do nothing.
1933-11-24 12:01 (Friday) | Place: City30 | go do nothing.
1985-10-15 10:48 (Tuesday) | Place: City31 | go do nothing.
2057-01-07 14:20 (Sunday) | Place: City17 | go do nothing.
2026-12-20 19:18 (Sunday) | Place: Cheboksary | go do nothing.
2069-04-11 10:33 (Thursday) | Place: Penza | go do nothing.
1933-09-29 14:26 (Friday) | Place: City3 | go do nothing.
1948-04-19 12:43 (Monday) | Place: Cheboksary | go do nothing.
2017-04-29 09:08 (Saturday) | Place: Krasnoyarsk | go do nothing.
1957-05-12 14:13 (Sunday) | Place: Moscow | go do nothing.
2065-11-13 17:36 (Friday) | Place: City20 | go do nothing.
2047-05-31 19:15 (Friday) | Place: City30 | go do nothing.
2092-09-03 13:27 (Wednesday) | Place: Orenburg | go do nothing.
2058-01-23 09:04 (Wednesday) | Place: Kemerovo | go do nothing.
2011-12-28 15:36 (Wednesday) | Place: City4 | go do nothing.
2046-09-22 18:15 (Saturday) | Place: Saratov | go do nothing.
1935-11-14 18:21 (Thursday) | Place: Voronezh | go do nothing.
1985-08-11 17:17 (Sunday) | Place: Ulyanovsk | go do nothing.
1969-05-27 12:28 (Tuesday) | Place: Astrakhan | go do nothing.
1970-02-10 14:52 (Tuesday) | Place: City14 | go do nothing.
1937-03-31 10:54 (Wednesday) | Place: City29 | go do nothing.
2065-03-29 10:16 (Sunday) | Place: Irkutsk | go do nothing.
2083-03-17 15:15 (Wednesday) | Place: Nizhny Novgorod | go do nothing.
2095-12-09 09:02 (Friday) | Place: Kirov | go do nothing.
2083-11-06 18:57 (Saturday) | Place: Chelyabinsk | go do nothing.
1954-12-18 09:17 (Saturday) | Place: City24 | go do nothing.
2000-12-16 15:58 (Saturday) | Place: Kirov | go do nothing.
2075-07-03 10:20 (Wednesday) | Place: Novosibirsk | go do nothing.
2022-02-27 14:06 (Sunday) | Place: City3 | go do nothing.
1986-11-09 11:31 (Sunday) | Place: City24 | go do nothing.
2019-11-02 08:35 (Saturday) | Place: City14 | go do nothing.
2066-08-05 17:53 (Thursday) | Place: Lipetsk | go do nothing.
1910-04-14 10:48 (Thursday) | Place: City17 | go do nothing.
1922-09-24 11:25 (Sunday) | Place: Ufa | go do nothing.
1932-02-07 14:09 (Sunday) | Place: City19 | go do nothing.
2053-01-01 12:56 (Wednesday) | Place: Barnaul | go do nothing.
1969-05-01 10:02 (Thursday) | Place: Omsk | go do nothing.
1980-07-03 15:38 (Thursday) | Place: City32 | go do nothing.
1947-01-28 14:46 (Tuesday) | Place: City2 | go do nothing.
1945-01-04 11:11 (Thursday) | Place: City20 | go do nothing.
2064-03-20 17:31 (Thursday) | Place: Nizhny Novgorod | go do nothing.
2034-12-18 18:02 (Monday) | Place: City25 | go do nothing.
2098-02-03 16:20 (Monday) | Place: City13 | go do nothing.
1999-07-28 10:01 (Wednesday) | Place: Volgograd | go do nothing.
2090-05-12 18:55 (Friday) | Place: Khabarovsk | go do nothing.
1973-07-07 10:20 (Saturday) | Place: Moscow | go do nothing.
2089-01-10 16:02 (Monday) | Place: Ufa | go do nothing.
1989-06-19 19:41 (Monday) | Place: City2 | go do nothing.
1961-03-19 09:01 (Sunday) | Place: City15 | go do nothing.
1907-12-16 16:02 (Monday) | Place: Volgograd | go do nothing.
1944-01-22 09:34 (Saturday) | Place: City32 | go do nothing.
1933-06-08 10:17 (Thursday) | Place: City1 | go do nothing.
2004-11-14 15:32 (Sunday) | Place: Kazan | go do nothing.
1933-02-07 16:06 (Tuesday) | Place: City11 | go do nothing.
1925-12-21 15:08 (Monday) | Place: City4 | go do nothing.
1957-07-10 12:33 (Wednesday) | Place: City17 | go do nothing.
2063-10-17 09:20 (Wednesday) | Place: City10 | go do nothing.
1925-08-16 18:29 (Sunday) | Place: City12 | go do nothing.
2063-01-17 11:32 (Wednesday) | Place: Kazan | go do nothing.
2075-04-14 19:46 (Sunday) | Place: Kirov | go do nothing.
2099-10-12 11:25 (Monday) | Place: Rostov-on-Don | go do nothing.
1985-02-24 18:49 (Sunday) | Place: Krasnoyarsk | go do nothing.
2039-10-02 16:03 (Sunday) | Place: City12 | go do nothing.
1921-02-20 11:33 (Sunday) | Place: Voronezh | go do nothing.
2019-04-19 17:36 (Friday) | Place: Astrakhan | go do nothing.
2078-10-02 15:46 (Sunday) | Place: City3 | go do nothing.
1916-12-05 13:19 (Tuesday) | Place: City12 | go do nothing.
1980-02-22 17:56 (Friday) | Place: Omsk | go do nothing.
1996-11-01 14:45 (Friday) | Place: Kazan | go do nothing.
1960-09-13 09:20 (Tuesday) | Place: City2 | go do nothing.
2000-07-02 09:21 (Sunday) | Place: Perm | go do nothing.
1927-12-06 10:59 (Tuesday) | Place: Samara | go do nothing.
2005-11-01 19:42 (Tuesday) | Place: City10 | go do nothing.
2003-05-14 15:53 (Wednesday) | Place: Makhachkala | go do nothing.
2070-07-18 18:15 (Friday) | Place: Chelyabinsk | go do nothing.
1975-05-05 09:45 (Monday) | Place: Kazan | go do nothing.
1981-06-21 11:27 (Sunday) | Place: Irkutsk | go do nothing.
2030-12-22 18:26 (Sunday) | Place: Vladivostok | go do nothing.
2019-11-14 17:40 (Thursday) | Place: City34 | go do nothing.
2047-12-06 16:37 (Friday) | Place: Perm | go do nothing.
1990-07-30 14:37 (Monday) | Place: City28 | go do nothing.
2006-06-03 17:50 (Saturday) | Place: City30 | go do nothing.
1956-01-24 14:05 (Tuesday) | Place: Krasnoyarsk | go do nothing.
2065-08-30 14:15 (Sunday) | Place: Ulyanovsk | go do nothing.
1969-02-23 18:06 (Sunday) | Place: Orenburg | go do nothing.
1947-09-11 12:08 (Thursday) | Place: Barnaul | go do nothing.
2099-03-07 10:14 (Saturday) | Place: Ryazan | go do nothing.
2098-05-16 09:15 (Friday) | Place: Krasnoyarsk | go do nothing.
1926-06-06 13:45 (Sunday) | Place: City20 | go do nothing.
2037-05-30 11:56 (Saturday) | Place: City30 | go do nothing.
1972-06-07 11:36 (Wednesday) | Place: City4 | go do nothing.
2035-03-08 18:21 (Thursday) | Place: City8 | go do nothing.
1944-04-19 15:17 (Wednesday) | Place: Tomsk | go do nothing.
1917-04-10 13:45 (Tuesday) | Place: Tula | go do nothing.
1937-11-21 17:58 (Sunday) | Place: Irkutsk | go do nothing.
1980-01-11 09:57 (Friday) | Place: City8 | go do nothing.
2052-06-30 19:16 (Sunday) | Place: City19 | go do nothing.
2029-10-28 10:47 (Sunday) | Place: City29 | go do nothing.
2018-03-31 08:47 (Saturday) | Place: City13 | go do nothing.
2040-01-11 16:19 (Wednesday) | Place: City22 | go do nothing.
2059-10-27 09:31 (Monday) | Place: City9 | go do nothing.
2018-04-17 10:31 (Tuesday) | Place: City32 | go do nothing.
2065-06-17 15:21 (Wednesday) | Place: City28 | go do nothing.
2051-03-29 10:16 (Wednesday) | Place: Tula | go do nothing.
2022-04-29 18:28 (Friday) | Place: Barnaul | go do nothing.
1915-02-24 16:24 (Wednesday) | Place: Omsk | go do nothing.
2018-10-01 18:51 (Monday) | Place: Krasnoyarsk | go do nothing.
2034-02-15 19:37 (Wednesday) | Place: Lipetsk | go do nothing.
1944-07-29 18:21 (Saturday) | Place: Saratov | go do nothing.
2018-11-17 15:00 (Saturday) | Place: City14 | go do nothing.
2032-04-06 10:30 (Tuesday) | Place: Krasnoyarsk | go do nothing.
1962-06-09 11:52 (Saturday) | Place: City15 | go do nothing.
1910-06-04 16:09 (Saturday) | Place: City12 | go do nothing.
2090-02-04 15:36 (Saturday) | Place: Khabarovsk | go do nothing.
2047-07-17 12:46 (Wednesday) | Place: Chelyabinsk | go do nothing.
1983-12-28 10:57 (Wednesday) | Place: City15 | go do nothing.
2049-09-22 11:15 (Wednesday) | Place: City7 | go do nothing.
1901-05-31 16:15 (Friday) | Place: City33 | go do nothing.
2024-11-08 10:02 (Friday) | Place: City14 | go do nothing.
1980-09-05 09:50 (Friday) | Place: City14 | go do nothing.
2049-11-19 13:54 (Friday) | Place: City1 | go do nothing.
2035-09-07 12:09 (Friday) | Place: City29 | go do nothing.
1930-04-15 10:52 (Tuesday) | Place: City2 | go do nothing.
1999-06-10 11:14 (Thursday) | Place: Nizhny Novgorod | go do nothing.
2019-07-30 08:41 (Tuesday) | Place: City34 | go do nothing.
1908-04-19 16:06 (Sunday) | Place: Omsk | go do nothing.
1998-09-26 13:06 (Saturday) | Place: Tyumen | go do nothing.
2077-04-09 13:12 (Friday) | Place: Omsk | go do nothing.
1964-02-13 11:02 (Thursday) | Place: Kazan | go do nothing.
2002-02-12 18:12 (Tuesday) | Place: City20 | go do nothing.
2051-05-29 13:46 (Monday) | Place: Penza | go do nothing.
2040-06-20 18:30 (Wednesday) | Place: Yekaterinburg | go do nothing.
2055-07-12 19:02 (Monday) | Place: City21 | go do nothing.
1962-03-11 08:42 (Sunday) | Place: Omsk | go do nothing.
2081-06-14 17:04 (Saturday) | Place: City24 | go do nothing.
2062-09-03 19:26 (Sunday) | Place: City5 | go do nothing.
1946-04-26 17:21 (Friday) | Place: City20 | go do nothing.
1987-08-13 17:15 (Thursday) | Place: Novosibirsk | go do nothing.
1904-05-16 19:53 (Monday) | Place: Krasnodar | go do nothing.
1920-02-11 19:45 (Wednesday) | Place: City26 | go do nothing.
1950-09-01 17:08 (Friday) | Place: Kaliningrad | go do nothing.
2004-09-17 19:39 (Friday) | Place: Novosibirsk | go do nothing.
1996-11-16 14:54 (Saturday) | Place: Lipetsk | go do nothing.
2054-11-21 12:59 (Saturday) | Place: Ufa | go do nothing.
2002-02-10 18:34 (Sunday) | Place: City25 | go do nothing.
2077-10-13 17:58 (Wednesday) | Place: Cheboksary | go do nothing.
2011-11-12 13:24 (Saturday) | Place: Chelyabinsk | go do nothing.
2093-05-14 12:02 (Thursday) | Place: City17 | go do nothing.
2070-03-29 15:13 (Saturday) | Place: Izhevsk | go do nothing.
2006-08-04 14:52 (Friday) | Place: Voronezh | go do nothing.
2095-11-15 11:41 (Tuesday) | Place: Volgograd | go do nothing.
1912-01-02 19:46 (Tuesday) | Place: City17 | go do nothing.
1912-08-15 12:29 (Thursday) | Place: City33 | go do nothing.
1989-09-22 17:19 (Friday) | Place: Naberezhnye Chelny | go do nothing.
1902-04-10 14:15 (Thursday) | Place: City1 | go do nothing.
2064-12-29 18:13 (Monday) | Place: Khabarovsk | go do nothing.
1947-03-05 10:50 (Wednesday) | Place: City12 | go do nothing.
1992-11-09 10:56 (Monday) | Place: City4 | go do nothing.
2083-12-01 17:19 (Wednesday) | Place: Izhevsk | go do nothing.
1952-05-11 15:54 (Sunday) | Place: Volgograd | go do nothing.
1952-03-28 12:34 (Friday) | Place: Omsk | go do nothing.
1991-03-23 14:50 (Saturday) | Place: Tula | go do nothing.
2096-03-31 16:58 (Saturday) | Place: Naberezhnye Chelny | go do nothing.
1957-11-01 16:19 (Friday) | Place: Ufa | go do nothing.
1999-02-14 11:56 (Sunday) | Place: City9 | go do nothing.
2064-03-15 19:01 (Saturday) | Place: Kirov | go do nothing.
1946-04-19 12:08 (Friday) | Place: City25 | go do nothing.
2091-08-13 09:59 (Monday) | Place: City25 | go do nothing.
2009-07-24 19:22 (Friday) | Place: City5 | go do nothing.
2033-04-29 12:28 (Friday) | Place: Ufa | go do nothing.
1921-01-27 17:04 (Thursday) | Place: City19 | go do nothing.
1948-06-25 12:44 (Friday) | Place: City34 | go do nothing.
2015-08-04 08:55 (Tuesday) | Place: City30 | go do nothing.
1937-01-25 10:30 (Monday) | Place: Naberezhnye Chelny | go do nothing.
1934-06-21 11:18 (Thursday) | Place: Makhachkala | go do nothing.
1962-01-01 10:53 (Monday) | Place: Krasnodar | go do nothing.
1946-09-26 16:39 (Thursday) | Place: Rostov-on-Don | go do nothing.
2089-07-28 09:20 (Thursday) | Place: Vladivostok | go do nothing.
1937-01-30 11:37 (Saturday) | Place: City11 | go do nothing.
1989-09-27 09:28 (Wednesday) | Place: City15 | go do nothing.
1998-09-12 19:48 (Saturday) | Place: City30 | go do nothing.
2095-12-06 13:45 (Tuesday) | Place: City4 | go do nothing.
2049-11-17 12:23 (Wednesday) | Place: City4 | go do nothing.
2065-01-14 18:01 (Wednesday) | Place: City17 | go do nothing.
1958-02-17 19:22 (Monday) | Place: City14 | go do nothing.
1916-01-15 13:04 (Saturday) | Place: City12 | go do nothing.
1910-04-20 14:53 (Wednesday) | Place: City12 | go do nothing.
2092-06-11 17:22 (Wednesday) | Place: City27 | go do nothing.
2031-02-04 19:08 (Tuesday) | Place: City29 | go do nothing.
1943-07-05 16:15 (Monday) | Place: City26 | go do nothing.
1956-06-14 19:07 (Thursday) | Place: Makhachkala | go do nothing.
1978-03-15 08:56 (Wednesday) | Place: Ryazan | go do nothing.
1941-12-10 11:22 (Wednesday) | Place: City5 | go do nothing.
1998-07-05 13:38 (Sunday) | Place: City17 | go do nothing.
1930-02-19 08:57 (Wednesday) | Place: City23 | go do nothing.
1981-06-22 12:06 (Monday) | Place: Orenburg | go do nothing.
1984-07-16 08:50 (Monday) | Place: City7 | go do nothing.
2047-04-09 17:01 (Tuesday) | Place: Tyumen | go do nothing.
1997-09-19 09:19 (Friday) | Place: Volgograd | go do nothing.
1946-04-15 10:07 (Monday) | Place: Moscow | go do nothing.
1931-09-27 11:20 (Sunday) | Place: Nizhny Novgorod | go do nothing.
1993-03-20 19:16 (Saturday) | Place: Khabarovsk | go do nothing.
2059-02-10 11:21 (Monday) | Place: Cheboksary | go do nothing.
2063-09-17 18:14 (Monday) | Place: City13 | go do nothing.
2000-09-19 13:27 (Tuesday) | Place: City10 | go do nothing.
1918-12-30 12:25 (Monday) | Place: City12 | go do nothing.
2032-06-17 08:31 (Thursday) | Place: City19 | go do nothing.
2050-02-08 16:11 (Tuesday) | Place: City16 | go do nothing.
1942-08-08 19:12 (Saturday) | Place: City17 | go do nothing.
1988-07-22 18:28 (Friday) | Place: Voronezh | go do nothing.
1950-05-02 14:44 (Tuesday) | Place: City33 | go do nothing.
2052-08-28 17:26 (Wednesday) | Place: City32 | go do nothing.
1948-01-11 14:29 (Sunday) | Place: City18 | go do nothing.
2021-04-28 10:10 (Wednesday) | Place: Kemerovo | go do nothing.
1925-09-30 12:42 (Wednesday) | Place: Rostov-on-Don | go do nothing.
1948-07-14 18:45 (Wednesday) | Place: Kaliningrad | go do nothing.
2021-09-17 10:41 (Friday) | Place: Naberezhnye Chelny | go do nothing.
1942-06-04 16:51 (Thursday) | Place: Izhevsk | go do nothing.
1989-12-18 10:53 (Monday) | Place: Yekaterinburg | go do nothing.
2091-08-07 12:04 (Tuesday) | Place: Omsk | go do nothing.
2067-01-18 13:37 (Tuesday) | Place: Astrakhan | go do nothing.
1995-12-21 10:15 (Thursday) | Place: City13 | go do nothing.
2078-04-26 09:59 (Tuesday) | Place: City12 | go do nothing.
2091-07-02 13:11 (Monday) | Place: City6 | go do nothing.
2058-10-24 09:23 (Thursday) | Place: Tomsk | go do nothing.
2008-06-19 15:38 (Thursday) | Place: Makhachkala | go do nothing.
2061-01-08 11:44 (Saturday) | Place: Vladivostok | go do nothing.
1909-11-23 14:22 (Tuesday) | Place: Samara | go do nothing.
2029-05-27 12:05 (Sunday) | Place: Ulyanovsk | go do nothing.
2085-10-21 19:34 (Sunday) | Place: Ulyanovsk | go do nothing.
2012-10-31 10:32 (Wednesday) | Place: City12 | go do nothing.
2058-10-21 11:53 (Monday) | Place: City10 | go do nothing.
1925-02-03 14:24 (Tuesday) | Place: Chelyabinsk | go do nothing.
2055-08-23 08:49 (Monday) | Place: Barnaul | go do nothing.
2048-09-30 14:33 (Wednesday) | Place: City5 | go do nothing.
1972-05-19 18:11 (Friday) | Place: Kazan | go do nothing.
1952-12-03 17:19 (Wednesday) | Place: Tula | go do nothing.
2057-04-23 09:02 (Monday) | Place: City6 | go do nothing.
1944-12-20 08:46 (Wednesday) | Place: Krasnodar | go do nothing.
1959-02-15 10:49 (Sunday) | Place: Voronezh | go do nothing.
1979-07-14 12:59 (Saturday) | Place: City20 | go do nothing.
2099-12-03 08:59 (Thursday) | Place: City24 | go do nothing.
1912-05-28 12:40 (Tuesday) | Place: Nizhny Novgorod | go do nothing.
1934-12-01 11:40 (Saturday) | Place: City19 | go do nothing.
2039-03-26 10:19 (Saturday) | Place: Rostov-on-Don | go do nothing.
2051-10-10 14:03 (Tuesday) | Place: City24 | go do nothing.
2057-06-25 17:46 (Monday) | Place: City24 | go do nothing.
2035-01-02 12:49 (Tuesday) | Place: City3 | go do nothing.
1926-01-20 14:39 (Wednesday) | Place: Voronezh | go do nothing.
1941-12-02 18:41 (Tuesday) | Place: City32 | go do nothing.
2084-11-10 10:48 (Friday) | Place: City14 | go do nothing.
2048-09-21 11:28 (Monday) | Place: Kaliningrad | go do nothing.
2089-08-25 11:01 (Thursday) | Place: Omsk | go do nothing.
2058-09-09 10:35 (Monday) | Place: Lipetsk | go do nothing.
2051-11-18 16:28 (Saturday) | Place: City33 | go do nothing.
2007-02-24 16:18 (Saturday) | Place: Orenburg | go do nothing.
2013-02-28 08:35 (Thursday) | Place: City6 | go do nothing.
1978-12-20 15:06 (Wednesday) | Place: Vladivostok | go do nothing.
1922-10-30 19:30 (Monday) | Place: City6 | go do nothing.
2056-04-01 15:58 (Saturday) | Place: Saint Pyotrsburg | go do nothing.
1927-03-10 14:32 (Thursday) | Place: City34 | go do nothing.
1941-09-19 12:01 (Friday) | Place: Ryazan | go do nothing.
1950-03-06 14:39 (Monday) | Place: City4 | go do nothing.
2016-08-30 12:05 (Tuesday) | Place: Tomsk | go do nothing.
1902-03-02 11:40 (Sunday) | Place: Saint Pyotrsburg | go do nothing.
1989-11-27 19:46 (Monday) | Place: City4 | go do nothing.
1976-05-22 14:54 (Saturday) | Place: Ulyanovsk | go do nothing.
1963-07-13 09:21 (Saturday) | Place: Irkutsk | go do nothing.
1921-05-31 11:02 (Tuesday) | Place: Naberezhnye Chelny | go do nothing.
2074-05-28 17:51 (Monday) | Place: City25 | go do nothing.
2087-03-18 13:46 (Tuesday) | Place: City21 | go do nothing.
2084-07-12 18:29 (Wednesday) | Place: City33 | go do nothing.
